Date	Cons	Prod	 P_net
2018-08-03 00:00:00	1470.0	0.0	1470.0
2018-08-03 00:30:00	1470.0	0.0	1470.0
2018-08-03 01:00:00	1469.1666666666665	0.0	1469.1666666666665
2018-08-03 01:30:00	1468.3333333333335	0.0	1468.3333333333335
2018-08-03 02:00:00	1465.0	0.0	1465.0
2018-08-03 02:30:00	1468.3333333333333	0.0	1468.3333333333333
2018-08-03 03:00:00	1465.8333333333335	0.0	1465.8333333333335
2018-08-03 03:30:00	1468.3333333333335	0.0	1468.3333333333335
2018-08-03 04:00:00	1470.0	12.180600000000002	1457.8194
2018-08-03 04:30:00	1518.3333333333335	106.5348	1411.7985333333336
2018-08-03 05:00:00	1737.5	314.3322	1423.1678
2018-08-03 05:30:00	1757.5	561.762	1195.738
2018-08-03 06:00:00	2757.5	990.5676000000001	1766.9324
2018-08-03 06:30:00	3633.333333333333	2108.0316000000003	1525.3017333333328
2018-08-03 07:00:00	5075.0	3989.6010000000006	1085.3989999999994
2018-08-03 07:30:00	6057.5	6036.002399999999	21.497600000000602
2018-08-03 08:00:00	5797.5	7801.644	-2004.1440000000002
2018-08-03 08:30:00	6565.0	9235.379400000002	-2670.3794000000016
2018-08-03 09:00:00	6853.333333333334	10453.4394	-3600.1060666666654
2018-08-03 09:30:00	6561.666666666667	11450.9154	-4889.248733333333
2018-08-03 10:00:00	5869.166666666667	12266.4702	-6397.303533333333
2018-08-03 10:30:00	5732.5	12878.045399999999	-7145.545399999999
2018-08-03 11:00:00	5730.833333333334	13227.949799999999	-7497.116466666665
2018-08-03 11:30:00	5969.166666666666	13420.5366	-7451.369933333333
2018-08-03 12:00:00	7446.666666666666	13549.7964	-6103.129733333333
2018-08-03 12:30:00	8020.0	13292.8524	-5272.8524
2018-08-03 13:00:00	8810.833333333334	12900.103799999999	-4089.270466666665
2018-08-03 13:30:00	9589.166666666666	12450.451799999999	-2861.285133333333
2018-08-03 14:00:00	9180.833333333334	11778.1554	-2597.3220666666657
2018-08-03 14:30:00	8056.666666666667	10896.2436	-2839.576933333333
2018-08-03 15:00:00	9075.0	9701.151	-626.1509999999998
2018-08-03 15:30:00	7970.0	8479.758	-509.7579999999998
2018-08-03 16:00:00	5530.833333333334	6942.6996	-1411.866266666666
2018-08-03 16:30:00	5486.666666666667	5172.997799999999	313.6688666666678
2018-08-03 17:00:00	4828.333333333334	3333.4241999999995	1494.9091333333345
2018-08-03 17:30:00	4285.0	1799.8200000000002	2485.18
2018-08-03 18:00:00	3886.666666666667	968.6303999999998	2918.036266666667
2018-08-03 18:30:00	3869.166666666667	570.7914	3298.375266666667
2018-08-03 19:00:00	3215.833333333333	169.37699999999998	3046.456333333333
2018-08-03 19:30:00	2093.3333333333335	0.0	2093.3333333333335
2018-08-03 20:00:00	1533.3333333333333	0.0	1533.3333333333333
2018-08-03 20:30:00	1535.0	0.0	1535.0
2018-08-03 21:00:00	1531.6666666666667	0.0	1531.6666666666667
2018-08-03 21:30:00	1528.3333333333335	0.0	1528.3333333333335
2018-08-03 22:00:00	1535.8333333333335	0.0	1535.8333333333335
2018-08-03 22:30:00	1534.1666666666665	0.0	1534.1666666666665
2018-08-03 23:00:00	1526.6666666666665	0.0	1526.6666666666665
2018-08-03 23:30:00	1533.3333333333335	0.0	1533.3333333333335
2018-08-04 00:00:00			
