Date	Cons	Prod	 P_net
2018-08-06 00:00:00	1510.0	0.0	1510.0
2018-08-06 00:30:00	1399.1666666666665	0.0	1399.1666666666665
2018-08-06 01:00:00	1320.0	0.0	1320.0
2018-08-06 01:30:00	1322.5	0.0	1322.5
2018-08-06 02:00:00	1325.0	0.0	1325.0
2018-08-06 02:30:00	1325.0	0.0	1325.0
2018-08-06 03:00:00	1320.8333333333335	0.0	1320.8333333333335
2018-08-06 03:30:00	1320.0	0.0	1320.0
2018-08-06 04:00:00	1321.6666666666665	0.0	1321.6666666666665
2018-08-06 04:30:00	1361.6666666666665	0.0	1361.6666666666665
2018-08-06 05:00:00	1631.6666666666667	0.0	1631.6666666666667
2018-08-06 05:30:00	1758.3333333333333	0.0	1758.3333333333333
2018-08-06 06:00:00	2669.1666666666665	0.0	2669.1666666666665
2018-08-06 06:30:00	3245.0	0.0	3245.0
2018-08-06 07:00:00	3373.333333333333	3255.432	117.90133333333324
2018-08-06 07:30:00	5190.833333333333	5621.983199999999	-431.14986666666573
2018-08-06 08:00:00	3929.166666666667	6501.4104	-2572.243733333333
2018-08-06 08:30:00	3579.1666666666665	9330.0366	-5750.869933333333
2018-08-06 09:00:00	4495.833333333334	10046.752799999998	-5550.919466666664
2018-08-06 09:30:00	4954.166666666666	10934.3004	-5980.133733333334
2018-08-06 10:00:00	4947.5	12545.715	-7598.215
2018-08-06 10:30:00	5019.166666666667	13345.1502	-8325.983533333332
2018-08-06 11:00:00	5261.666666666667	13668.6936	-8407.026933333334
2018-08-06 11:30:00	5098.333333333333	14138.0406	-9039.707266666668
2018-08-06 12:00:00	5532.5	14193.4896	-8660.9896
2018-08-06 12:30:00	7354.166666666666	13916.002199999999	-6561.835533333333
2018-08-06 13:00:00	7158.333333333333	13462.471800000001	-6304.138466666668
2018-08-06 13:30:00	5845.833333333333	12992.155199999997	-7146.321866666664
2018-08-06 14:00:00	6662.5	12363.4908	-5700.9908
2018-08-06 14:30:00	7231.666666666666	11405.7078	-4174.041133333334
2018-08-06 15:00:00	7578.333333333333	10313.332199999999	-2734.998866666666
2018-08-06 15:30:00	7762.5	8977.3446	-1214.8446000000004
2018-08-06 16:00:00	6591.666666666667	7421.439599999999	-829.7729333333318
2018-08-06 16:30:00	5293.333333333334	5447.637	-154.30366666666578
2018-08-06 17:00:00	4745.0	3310.2749999999996	1434.7250000000004
2018-08-06 17:30:00	3887.5	1658.6826	2228.8174
2018-08-06 18:00:00	4335.0	818.2212000000001	3516.7788
2018-08-06 18:30:00	4403.333333333333	465.1050000000001	3938.228333333333
2018-08-06 19:00:00	3090.0	138.59220000000002	2951.4078
2018-08-06 19:30:00	2379.166666666667	0.0	2379.166666666667
2018-08-06 20:00:00	2295.0	0.0	2295.0
2018-08-06 20:30:00	1948.3333333333335	0.0	1948.3333333333335
2018-08-06 21:00:00	1840.0	0.0	1840.0
2018-08-06 21:30:00	1684.1666666666665	0.0	1684.1666666666665
2018-08-06 22:00:00	1508.3333333333335	0.0	1508.3333333333335
2018-08-06 22:30:00	1392.5	0.0	1392.5
2018-08-06 23:00:00	1403.3333333333335	0.0	1403.3333333333335
2018-08-06 23:30:00	1398.3333333333333	0.0	1398.3333333333333
2018-08-07 00:00:00			
