Date	Cons	Prod	 P_net
2018-08-08 00:00:00	1370.8333333333335	0.0	1370.8333333333335
2018-08-08 00:30:00	1367.5	0.0	1367.5
2018-08-08 01:00:00	1356.6666666666667	0.0	1356.6666666666667
2018-08-08 01:30:00	1354.1666666666665	0.0	1354.1666666666665
2018-08-08 02:00:00	1358.3333333333335	0.0	1358.3333333333335
2018-08-08 02:30:00	1355.8333333333335	0.0	1355.8333333333335
2018-08-08 03:00:00	1359.1666666666665	0.0	1359.1666666666665
2018-08-08 03:30:00	1362.5	0.0	1362.5
2018-08-08 04:00:00	1369.1666666666667	0.606	1368.5606666666667
2018-08-08 04:30:00	1390.0	13.4532	1376.5468
2018-08-08 05:00:00	1663.3333333333335	78.174	1585.1593333333335
2018-08-08 05:30:00	1865.0	144.4098	1720.5902
2018-08-08 06:00:00	4910.0	293.30400000000003	4616.696
2018-08-08 06:30:00	9530.833333333332	672.0540000000001	8858.779333333332
2018-08-08 07:00:00	6778.333333333334	1539.0582	5239.275133333334
2018-08-08 07:30:00	4953.333333333334	3456.0786000000003	1497.2547333333337
2018-08-08 08:00:00	4870.833333333334	5871.1098	-1000.2764666666662
2018-08-08 08:30:00	5681.666666666667	8922.138	-3240.471333333334
2018-08-08 09:00:00	5656.666666666666	10252.9746	-4596.3079333333335
2018-08-08 09:30:00	5066.666666666666	9993.3036	-4926.636933333333
2018-08-08 10:00:00	5080.0	6966.091200000001	-1886.0912000000008
2018-08-08 10:30:00	5531.666666666666	6624.307199999999	-1092.6405333333332
2018-08-08 11:00:00	5911.666666666667	10452.2274	-4540.560733333333
2018-08-08 11:30:00	5750.833333333334	14112.1038	-8361.270466666667
2018-08-08 12:00:00	6421.666666666666	13149.2304	-6727.563733333334
2018-08-08 12:30:00	6621.666666666666	10184.799599999998	-3563.1329333333324
2018-08-08 13:00:00	7175.0	10868.731199999998	-3693.7311999999984
2018-08-08 13:30:00	7517.5	11235.0582	-3717.5581999999995
2018-08-08 14:00:00	6166.666666666667	7911.4511999999995	-1744.7845333333325
2018-08-08 14:30:00	5795.833333333333	9361.8516	-3566.018266666667
2018-08-08 15:00:00	6331.666666666666	7793.9478	-1462.2811333333339
2018-08-08 15:30:00	6163.333333333334	6146.7186	16.61473333333379
2018-08-08 16:00:00	4413.333333333333	3723.0216	690.311733333333
2018-08-08 16:30:00	3785.833333333333	3860.4624000000003	-74.62906666666731
2018-08-08 17:00:00	3470.0	3979.5414	-509.54140000000007
2018-08-08 17:30:00	3180.833333333333	2156.6328000000003	1024.2005333333327
2018-08-08 18:00:00	2990.0	1020.0192	1969.9808
2018-08-08 18:30:00	2900.833333333333	506.7371999999999	2394.096133333333
2018-08-08 19:00:00	2815.0	123.80579999999998	2691.1942
2018-08-08 19:30:00	2075.833333333333	0.0	2075.833333333333
2018-08-08 20:00:00	1561.6666666666665	0.0	1561.6666666666665
2018-08-08 20:30:00	1582.5	0.0	1582.5
2018-08-08 21:00:00	1503.3333333333335	0.0	1503.3333333333335
2018-08-08 21:30:00	1510.8333333333335	0.0	1510.8333333333335
2018-08-08 22:00:00	1498.3333333333333	0.0	1498.3333333333333
2018-08-08 22:30:00	1498.3333333333335	0.0	1498.3333333333335
2018-08-08 23:00:00	1515.0	0.0	1515.0
2018-08-08 23:30:00	1509.1666666666665	0.0	1509.1666666666665
2018-08-09 00:00:00			
