Date	Cons	Prod	 P_net
2018-08-01 00:00:00	1239.1666666666665	0.0	1239.1666666666665
2018-08-01 00:30:00	1230.0	0.0	1230.0
2018-08-01 01:00:00	1228.3333333333335	0.0	1228.3333333333335
2018-08-01 01:30:00	1224.1666666666665	0.0	1224.1666666666665
2018-08-01 02:00:00	1219.1666666666667	0.0	1219.1666666666667
2018-08-01 02:30:00	1225.8333333333333	0.0	1225.8333333333333
2018-08-01 03:00:00	1225.0	0.0	1225.0
2018-08-01 03:30:00	1230.8333333333335	0.0	1230.8333333333335
2018-08-01 04:00:00	1229.1666666666667	6.3024	1222.8642666666667
2018-08-01 04:30:00	1251.6666666666665	79.7496	1171.9170666666664
2018-08-01 05:00:00	1489.1666666666665	261.85259999999994	1227.3140666666666
2018-08-01 05:30:00	1635.8333333333335	541.3398	1094.4935333333335
2018-08-01 06:00:00	3565.8333333333335	1003.5965999999999	2562.2367333333336
2018-08-01 06:30:00	4415.833333333333	2197.2348	2218.598533333333
2018-08-01 07:00:00	3570.0	4182.309	-612.3090000000002
2018-08-01 07:30:00	4211.666666666666	6165.8076	-1954.140933333334
2018-08-01 08:00:00	4637.5	7592.089199999999	-2954.5891999999994
2018-08-01 08:30:00	4889.166666666666	9159.386999999999	-4270.220333333333
2018-08-01 09:00:00	5142.5	10603.9698	-5461.469800000001
2018-08-01 09:30:00	5539.166666666666	11592.113399999998	-6052.946733333332
2018-08-01 10:00:00	5245.0	12643.0992	-7398.099200000001
2018-08-01 10:30:00	5665.833333333334	13250.3112	-7584.477866666666
2018-08-01 11:00:00	6326.666666666667	13510.4064	-7183.739733333333
2018-08-01 11:30:00	6366.666666666667	13888.4898	-7521.823133333332
2018-08-01 12:00:00	6700.833333333333	11008.414200000001	-4307.580866666668
2018-08-01 12:30:00	7293.333333333334	5979.7656	1313.5677333333342
2018-08-01 13:00:00	6885.833333333334	6633.1548	252.6785333333337
2018-08-01 13:30:00	7266.666666666667	10720.624800000001	-3453.9581333333344
2018-08-01 14:00:00	6656.666666666667	10451.2578	-3794.5911333333324
2018-08-01 14:30:00	6706.666666666666	10338.663	-3631.9963333333344
2018-08-01 15:00:00	7810.0	10864.1862	-3054.1862
2018-08-01 15:30:00	9095.0	9780.718799999999	-685.7187999999987
2018-08-01 16:00:00	7594.166666666666	7895.877	-301.71033333333435
2018-08-01 16:30:00	5582.5	5580.7752	1.7247999999999593
2018-08-01 17:00:00	4045.8333333333335	3695.0244000000002	350.80893333333324
2018-08-01 17:30:00	4564.166666666666	1921.3836000000001	2642.783066666666
2018-08-01 18:00:00	3198.3333333333335	985.1741999999999	2213.1591333333336
2018-08-01 18:30:00	2854.166666666667	597.1524	2257.014266666667
2018-08-01 19:00:00	2785.8333333333335	176.1036	2609.7297333333336
2018-08-01 19:30:00	1996.6666666666665	0.0	1996.6666666666665
2018-08-01 20:00:00	1526.6666666666667	0.0	1526.6666666666667
2018-08-01 20:30:00	1453.3333333333333	0.0	1453.3333333333333
2018-08-01 21:00:00	1338.3333333333335	0.0	1338.3333333333335
2018-08-01 21:30:00	1323.3333333333335	0.0	1323.3333333333335
2018-08-01 22:00:00	1312.5	0.0	1312.5
2018-08-01 22:30:00	1310.8333333333335	0.0	1310.8333333333335
2018-08-01 23:00:00	1310.0	0.0	1310.0
2018-08-01 23:30:00	1311.6666666666665	0.0	1311.6666666666665
2018-08-02 00:00:00			
