Date	Cons	Prod	 P_net
2018-08-02 00:00:00	1319.1666666666665	0.0	1319.1666666666665
2018-08-02 00:30:00	1318.3333333333333	0.0	1318.3333333333333
2018-08-02 01:00:00	1319.1666666666665	0.0	1319.1666666666665
2018-08-02 01:30:00	1318.3333333333333	0.0	1318.3333333333333
2018-08-02 02:00:00	1320.0	0.0	1320.0
2018-08-02 02:30:00	1320.0	0.0	1320.0
2018-08-02 03:00:00	1319.1666666666665	0.0	1319.1666666666665
2018-08-02 03:30:00	1318.3333333333333	0.0	1318.3333333333333
2018-08-02 04:00:00	1319.1666666666665	11.816999999999998	1307.3496666666665
2018-08-02 04:30:00	1341.6666666666665	129.1992	1212.4674666666665
2018-08-02 05:00:00	4155.833333333334	363.05459999999994	3792.778733333334
2018-08-02 05:30:00	6696.666666666666	565.5192	6131.147466666666
2018-08-02 06:00:00	4210.0	981.114	3228.886
2018-08-02 06:30:00	3919.166666666667	2135.241	1783.925666666667
2018-08-02 07:00:00	4230.833333333334	4071.8958000000002	158.9375333333337
2018-08-02 07:30:00	4740.0	6160.293	-1420.2929999999997
2018-08-02 08:00:00	5806.666666666666	7939.8726	-2133.2059333333336
2018-08-02 08:30:00	5790.833333333334	9414.5736	-3623.740266666666
2018-08-02 09:00:00	5764.166666666666	10626.2706	-4862.103933333334
2018-08-02 09:30:00	5532.5	11630.291399999998	-6097.791399999998
2018-08-02 10:00:00	5194.166666666667	12441.3012	-7247.134533333333
2018-08-02 10:30:00	4913.333333333334	13035.363	-8122.029666666665
2018-08-02 11:00:00	5060.0	13414.961400000002	-8354.961400000002
2018-08-02 11:30:00	5756.666666666666	13925.940599999998	-8169.273933333332
2018-08-02 12:00:00	6972.5	12227.2014	-5254.7014
2018-08-02 12:30:00	8499.166666666668	12033.342	-3534.1753333333327
2018-08-02 13:00:00	8823.333333333332	13209.709200000001	-4386.375866666669
2018-08-02 13:30:00	8636.666666666668	12365.793599999999	-3729.126933333331
2018-08-02 14:00:00	8517.5	12103.032	-3585.5319999999992
2018-08-02 14:30:00	9085.833333333332	11117.979	-2032.1456666666672
2018-08-02 15:00:00	7186.666666666667	10071.174599999998	-2884.5079333333315
2018-08-02 15:30:00	6425.833333333334	8818.0878	-2392.2544666666654
2018-08-02 16:00:00	5261.666666666666	7271.939399999999	-2010.2727333333332
2018-08-02 16:30:00	5409.166666666666	5417.943	-8.77633333333415
2018-08-02 17:00:00	4576.666666666666	3393.9029999999993	1182.7636666666667
2018-08-02 17:30:00	4033.3333333333335	1733.2812	2300.0521333333336
2018-08-02 18:00:00	3685.8333333333335	862.2167999999999	2823.616533333334
2018-08-02 18:30:00	3475.833333333333	493.70820000000003	2982.125133333333
2018-08-02 19:00:00	3131.666666666667	149.6214	2982.045266666667
2018-08-02 19:30:00	2100.8333333333335	0.0	2100.8333333333335
2018-08-02 20:00:00	1481.6666666666665	0.0	1481.6666666666665
2018-08-02 20:30:00	1479.1666666666665	0.0	1479.1666666666665
2018-08-02 21:00:00	1467.5	0.0	1467.5
2018-08-02 21:30:00	1460.0	0.0	1460.0
2018-08-02 22:00:00	1462.5	0.0	1462.5
2018-08-02 22:30:00	1467.5	0.0	1467.5
2018-08-02 23:00:00	1468.3333333333333	0.0	1468.3333333333333
2018-08-02 23:30:00	1469.1666666666665	0.0	1469.1666666666665
2018-08-03 00:00:00			
