Date	Cons	Prod	 P_net
2018-08-05 00:00:00	1320.8333333333335	0.0	1320.8333333333335
2018-08-05 00:30:00	1321.6666666666667	0.0	1321.6666666666667
2018-08-05 01:00:00	1915.0	0.0	1915.0
2018-08-05 01:30:00	2050.0	0.0	2050.0
2018-08-05 02:00:00	1697.5	0.0	1697.5
2018-08-05 02:30:00	1514.1666666666665	0.0	1514.1666666666665
2018-08-05 03:00:00	2015.8333333333333	0.0	2015.8333333333333
2018-08-05 03:30:00	2115.0	0.0	2115.0
2018-08-05 04:00:00	1985.8333333333335	7.332599999999999	1978.5007333333335
2018-08-05 04:30:00	1851.6666666666665	90.77879999999999	1760.8878666666665
2018-08-05 05:00:00	1883.3333333333335	321.18	1562.1533333333334
2018-08-05 05:30:00	1891.6666666666665	593.577	1298.0896666666665
2018-08-05 06:00:00	1693.3333333333333	956.3286	737.0047333333332
2018-08-05 06:30:00	1494.1666666666665	1975.0146	-480.84793333333346
2018-08-05 07:00:00	1969.1666666666665	3997.1154	-2027.9487333333336
2018-08-05 07:30:00	1845.8333333333333	6146.2338	-4300.400466666667
2018-08-05 08:00:00	1535.0	7263.5766	-5728.5766
2018-08-05 08:30:00	1545.0	2904.0126	-1359.0126
2018-08-05 09:00:00	2169.166666666667	0.0	2169.166666666667
2018-08-05 09:30:00	2609.166666666667	0.0	2609.166666666667
2018-08-05 10:00:00	2910.8333333333335	0.0	2910.8333333333335
2018-08-05 10:30:00	2920.0	0.0	2920.0
2018-08-05 11:00:00	2210.833333333333	0.0	2210.833333333333
2018-08-05 11:30:00	2233.3333333333335	0.0	2233.3333333333335
2018-08-05 12:00:00	1883.3333333333335	0.0	1883.3333333333335
2018-08-05 12:30:00	1494.1666666666665	0.0	1494.1666666666665
2018-08-05 13:00:00	3473.3333333333335	0.0	3473.3333333333335
2018-08-05 13:30:00	4017.5	0.0	4017.5
2018-08-05 14:00:00	3344.166666666667	0.0	3344.166666666667
2018-08-05 14:30:00	3351.6666666666665	0.0	3351.6666666666665
2018-08-05 15:00:00	3134.166666666667	0.0	3134.166666666667
2018-08-05 15:30:00	3084.166666666667	0.0	3084.166666666667
2018-08-05 16:00:00	3190.833333333333	0.0	3190.833333333333
2018-08-05 16:30:00	4190.0	0.0	4190.0
2018-08-05 17:00:00	4589.166666666667	0.0	4589.166666666667
2018-08-05 17:30:00	2996.666666666667	0.0	2996.666666666667
2018-08-05 18:00:00	2957.5	0.0	2957.5
2018-08-05 18:30:00	3032.5	0.0	3032.5
2018-08-05 19:00:00	3008.3333333333335	0.0	3008.3333333333335
2018-08-05 19:30:00	2889.166666666667	0.0	2889.166666666667
2018-08-05 20:00:00	2020.0	0.0	2020.0
2018-08-05 20:30:00	1312.5	0.0	1312.5
2018-08-05 21:00:00	1312.5	0.0	1312.5
2018-08-05 21:30:00	1310.8333333333335	0.0	1310.8333333333335
2018-08-05 22:00:00	1312.5	0.0	1312.5
2018-08-05 22:30:00	1315.0	0.0	1315.0
2018-08-05 23:00:00	1380.8333333333335	0.0	1380.8333333333335
2018-08-05 23:30:00	1495.0	0.0	1495.0
2018-08-06 00:00:00			
